Date;Total Rain (mm/h);Reference ET (mm/h);Potential ET (mm/h);Actual ET (mm/h);Recharge (mm/h)
01/01/2016 20:00;0.0;1.9557383098738997e-10;1.9557383098738997e-10;1.8895995879120164e-10;0.0
01/01/2016 21:00;0.0;1.856377971912949e-10;1.856377971912949e-10;1.793605264310827e-10;0.0
01/01/2016 22:00;0.0;1.6073909282176446e-10;1.6073909282176446e-10;1.553033257550851e-10;0.0
01/01/2016 23:00;0.0;2.0051337570240047e-10;2.0051337570240047e-10;1.9373302961867012e-10;0.0
02/01/2016 00:00;0.0;3.49528601035691e-10;3.49528601035691e-10;3.377067514520604e-10;0.0
02/01/2016 01:00;1.0;5.221034192261651e-10;5.221034192261651e-10;5.221034192261651e-10;0.6618280733218709
02/01/2016 02:00;0.2;5.843676993753639e-10;5.843676993753639e-10;5.843676993753639e-10;0.19999999941563232
02/01/2016 03:00;0.2;6.561960413213107e-10;6.561960413213107e-10;6.561960413213107e-10;0.19999999934380397
02/01/2016 04:00;1.0;9.434971881674335e-10;9.434971881674335e-10;9.434971881674335e-10;0.9999999990565028
02/01/2016 05:00;1.2;1.5113104386654786e-09;1.5113104386654786e-09;1.5113104386654786e-09;1.1999999984886895
02/01/2016 06:00;2.4;2.027805995872043e-09;2.027805995872043e-09;2.027805995872043e-09;2.399999997972194
02/01/2016 07:00;4.1;1.5290125386662952e-09;1.5290125386662952e-09;1.5290125386662952e-09;4.099999998470987
02/01/2016 08:00;0.8;1.2358585256222262e-09;1.2358585256222262e-09;1.2358585256222262e-09;0.7999999987641415
02/01/2016 09:00;0.0;0.0023774079627914705;0.0023774079627914705;0.002377125381755718;0.0
02/01/2016 10:00;0.0;0.008062273804363028;0.008062273804363028;0.008057108933449797;0.0
02/01/2016 11:00;0.0;0.03802636549116082;0.03802636549116082;0.03791455456775239;0.0
02/01/2016 12:00;0.0;0.051993425506041274;0.051993425506041274;0.05160776410875556;0.0
02/01/2016 13:00;0.0;0.04316773069736056;0.04316773069736056;0.042644132199439966;0.0
02/01/2016 14:00;0.0;0.069830643648136;0.069830643648136;0.0685950732365761;0.0
02/01/2016 15:00;0.0;0.044085175422430393;0.044085175422430393;0.04305913200921907;0.0
02/01/2016 16:00;0.0;0.01557222459798888;0.01557222459798888;0.015164482871012908;0.0
02/01/2016 17:00;0.0;0.007641334657178685;0.007641334657178685;0.007432622178390247;0.0
02/01/2016 18:00;0.0;0.005165330032935838;0.005165330032935838;0.0050210299647588386;0.0
02/01/2016 19:00;0.0;0.0036546318334197154;0.0036546318334197154;0.003550968706552027;0.0
02/01/2016 20:00;0.0;0.006177620125175255;0.006177620125175255;0.005999442719422987;0.0
02/01/2016 21:00;0.0;0.007567142530106853;0.007567142530106853;0.007343839317384138;0.0
02/01/2016 22:00;0.0;0.008888260051196513;0.008888260051196513;0.008618877018204074;0.0
02/01/2016 23:00;0.0;0.007249699114906073;0.007249699114906073;0.0070243068893933724;0.0
03/01/2016 00:00;0.0;0.007165579504897931;0.007165579504897931;0.006937800225184532;0.0
03/01/2016 01:00;0.0;0.00852062049146917;0.00852062049146917;0.008243299434255391;0.0
03/01/2016 02:00;0.0;0.010316154375426621;0.010316154375426621;0.009970998631949612;0.0
03/01/2016 03:00;0.0;0.005838107933464421;0.005838107933464421;0.005638221659385323;0.0
03/01/2016 04:00;0.2;0.008772985457896362;0.008772985457896362;0.008772985457896362;0.0
03/01/2016 05:00;0.0;0.006639078281338489;0.006639078281338489;0.0065346844389857495;0.0
03/01/2016 06:00;0.0;0.00446105794020765;0.00446105794020765;0.004388475255796109;0.0
03/01/2016 07:00;0.0;0.0022612770211761835;0.0022612770211761835;0.0022237378245559825;0.0
03/01/2016 08:00;0.0;0.004480821642733025;0.004480821642733025;0.0044049508906809365;0.0
03/01/2016 09:00;0.0;0.03544674377158062;0.03544674377158062;0.03477706821791848;0.0
03/01/2016 10:00;0.0;0.045329020063597965;0.045329020063597965;0.044293405546280695;0.0
03/01/2016 11:00;0.0;0.055513289299486755;0.055513289299486755;0.05397220066253894;0.0
03/01/2016 12:00;0.0;0.0665109815917256;0.0665109815917256;0.06427129373686036;0.0
03/01/2016 13:00;0.0;0.07118262230203458;0.07118262230203458;0.06831369956975131;0.0
03/01/2016 14:00;0.0;0.04583862629552388;0.04583862629552388;0.04373446274139603;0.0
03/01/2016 15:00;0.0;0.021452785227764823;0.021452785227764823;0.020399258209099713;0.0
03/01/2016 16:00;0.0;0.009195796478834908;0.009195796478834908;0.008730808201475426;0.0
03/01/2016 17:00;0.0;0.010910424117063007;0.010910424117063007;0.010348326796503216;0.0
03/01/2016 18:00;0.6;0.00922579094055435;0.00922579094055435;0.00922579094055435;0.07040807145686467
03/01/2016 19:00;1.6;0.004871623803738853;0.004871623803738853;0.004871623803738853;1.5951283761962611
03/01/2016 20:00;1.0;0.0028830278604167424;0.0028830278604167424;0.0028830278604167424;0.9971169721395833
03/01/2016 21:00;1.4;0.001267847267589369;0.001267847267589369;0.001267847267589369;1.3987321527324106
03/01/2016 22:00;0.6;0.0011960877719298733;0.0011960877719298733;0.0011960877719298733;0.5988039122280701
03/01/2016 23:00;1.2;2.412767130433436e-10;2.412767130433436e-10;2.412767130433436e-10;1.1999999997587232
04/01/2016 00:00;2.1;3.788908717989799e-10;3.788908717989799e-10;3.788908717989799e-10;2.0999999996211094
04/01/2016 01:00;0.2;0.0011158827415006973;0.0011158827415006973;0.0011158827415006973;0.1988841172584993
04/01/2016 02:00;1.4;0.005254115063058298;0.005254115063058298;0.005254115063058298;1.3947458849369416
04/01/2016 03:00;0.2;0.00747873821532557;0.00747873821532557;0.00747873821532557;0.19252126178467444
04/01/2016 04:00;0.2;0.007413534931007451;0.007413534931007451;0.007413534931007451;0.19258646506899257
04/01/2016 05:00;0.0;0.007800405024283349;0.007800405024283349;0.00779736349924498;0.0
04/01/2016 06:00;0.2;0.0070976584839032115;0.0070976584839032115;0.0070976584839032115;0.18510497801685183
04/01/2016 07:00;0.4;0.005869914982132452;0.005869914982132452;0.005869914982132452;0.39413008501786756
04/01/2016 08:00;0.6;0.0053841630055456195;0.0053841630055456195;0.0053841630055456195;0.5946158369944543
04/01/2016 09:00;0.0;0.033615919151604896;0.033615919151604896;0.033559480909076456;0.0
04/01/2016 10:00;0.0;0.07375577735816653;0.07375577735816653;0.07323783910415926;0.0
04/01/2016 11:00;0.0;0.07210113249418364;0.07210113249418364;0.07107457594623057;0.0
04/01/2016 12:00;0.0;0.06059286145412438;0.06059286145412438;0.05933513890628639;0.0
04/01/2016 13:00;0.0;0.055457788315519556;0.055457788315519556;0.05399243712440338;0.0
04/01/2016 14:00;0.0;0.06332113623674655;0.06332113623674655;0.06128299787501312;0.0
04/01/2016 15:00;0.0;0.048393559196379485;0.048393559196379485;0.046574983711357376;0.0
04/01/2016 16:00;0.0;0.021862013190841394;0.021862013190841394;0.020966666231949205;0.0
04/01/2016 17:00;0.0;0.004608855896196891;0.004608855896196891;0.0044142555205670675;0.0
04/01/2016 18:00;0.0;0.00380968362550734;0.00380968362550734;0.0036472912372573774;0.0
04/01/2016 19:00;0.0;0.0035334238009400343;0.0035334238009400343;0.0033815655322406712;0.0
04/01/2016 20:00;0.0;0.003695189097579922;0.003695189097579922;0.0035351006128916396;0.0
04/01/2016 21:00;0.2;0.003870590896733918;0.003870590896733918;0.003870590896733918;0.0
04/01/2016 22:00;0.0;0.005555857220098775;0.005555857220098775;0.0054216366029642415;0.0
04/01/2016 23:00;0.0;0.005555857220098775;0.005555857220098775;0.005418625255684262;0.0
05/01/2016 00:00;0.0;0.00531478539777799;0.00531478539777799;0.00518069136351329;0.0
05/01/2016 01:00;0.0;0.004401929859824604;0.004401929859824604;0.0042887833476470405;0.0
05/01/2016 02:00;0.0;0.003695317050929718;0.003695317050929718;0.003598875850265415;0.0
05/01/2016 03:00;0.0;0.0028009133912390745;0.0028009133912390745;0.0027269286465401166;0.0
05/01/2016 04:00;0.0;0.0018222089722337207;0.0018222089722337207;0.001773666177150801;0.0
05/01/2016 05:00;0.0;0.00190736703394005;0.00190736703394005;0.0018562094921588113;0.0
05/01/2016 06:00;0.2;0.0032165325302693604;0.0032165325302693604;0.0032165325302693604;0.0
05/01/2016 07:00;0.0;0.002062808454839715;0.002062808454839715;0.0020476718254904824;0.0
05/01/2016 08:00;0.2;0.0019680766561187045;0.0019680766561187045;0.0019680766561187045;0.12362937864403067
05/01/2016 09:00;0.0;0.010902752286806417;0.010902752286806417;0.010896810945864033;0.0
05/01/2016 10:00;0.0;0.031533584579412445;0.031533584579412445;0.03144961101962451;0.0
05/01/2016 11:00;0.0;0.04354334337716146;0.04354334337716146;0.04326469007610356;0.0
05/01/2016 12:00;0.0;0.03714320453655571;0.03714320453655571;0.0367569116988431;0.0
05/01/2016 13:00;0.0;0.05538209112108275;0.05538209112108275;0.05455318849736912;0.0
05/01/2016 14:00;0.0;0.05401883821263191;0.05401883821263191;0.052920067664498305;0.0
05/01/2016 15:00;0.0;0.03437012081416074;0.03437012081416074;0.033522511918837594;0.0
05/01/2016 16:00;0.0;0.020761206714387737;0.020761206714387737;0.020193462416420616;0.0
05/01/2016 17:00;0.0;0.00968316823327824;0.00968316823327824;0.009404041193176838;0.0
05/01/2016 18:00;0.0;0.011409206237968927;0.011409206237968927;0.01106864523055684;0.0
05/01/2016 19:00;0.0;0.009019665814495302;0.009019665814495302;0.008741498106044077;0.0
05/01/2016 20:00;0.0;0.00866311584004132;0.00866311584004132;0.008388524256993435;0.0
05/01/2016 21:00;0.0;0.011661811458506846;0.011661811458506846;0.01128070181548324;0.0
05/01/2016 22:00;0.0;0.010595086489618447;0.010595086489618447;0.010237438444988811;0.0
05/01/2016 23:00;0.2;0.00957868290092246;0.00957868290092246;0.00957868290092246;0.0
06/01/2016 00:00;0.4;0.008357510624788105;0.008357510624788105;0.008357510624788105;0.2393857031894861
06/01/2016 01:00;1.0;0.0031682001822954478;0.0031682001822954478;0.0031682001822954478;0.9968317998177045
06/01/2016 02:00;1.0;0.001582347180708944;0.001582347180708944;0.001582347180708944;0.9984176528192911
06/01/2016 03:00;0.2;0.0018204177271755628;0.0018204177271755628;0.0018204177271755628;0.19817958227282445
06/01/2016 04:00;0.0;6.900957124831336e-11;6.900957124831336e-11;6.900968685386033e-11;0.0
06/01/2016 05:00;0.0;0.00036935048773425176;0.00036935048773425176;0.0003693436668275041;0.0
06/01/2016 06:00;0.0;0.0006170569451057453;0.0006170569451057453;0.0006170151176227989;0.0
06/01/2016 07:00;0.0;0.0022507329975384772;0.0022507329975384772;0.00225025774853016;0.0
06/01/2016 08:00;0.0;0.004839977909875413;0.004839977909875413;0.004837240693255751;0.0
06/01/2016 09:00;0.0;0.021699146895996255;0.021699146895996255;0.021658120679186155;0.0
06/01/2016 10:00;0.2;0.03231051069850551;0.03231051069850551;0.03231051069850551;0.13795751132706244
06/01/2016 11:00;0.4;0.037660043524324456;0.037660043524324456;0.037660043524324456;0.3623399564756756
06/01/2016 12:00;0.2;0.027116802673408966;0.027116802673408966;0.027116802673408966;0.17288319732659105
06/01/2016 13:00;0.2;0.02590008573690055;0.02590008573690055;0.02590008573690055;0.17409991426309945
06/01/2016 14:00;0.2;0.03505353358398056;0.03505353358398056;0.03505353358398056;0.16494646641601945
06/01/2016 15:00;0.2;0.028111293324466415;0.028111293324466415;0.028111293324466415;0.1718887066755336
06/01/2016 16:00;0.0;0.005194777103414136;0.005194777103414136;0.00519342805156775;0.0
06/01/2016 17:00;0.2;2.566357639976252e-10;2.566357639976252e-10;2.566357639976252e-10;0.1948065716917965
06/01/2016 18:00;0.0;2.0674841261963908e-10;2.0674841261963908e-10;2.0674839618095575e-10;0.0
06/01/2016 19:00;0.0;2.1965337498404276e-10;2.1965337498404276e-10;2.1965362861919857e-10;0.0
06/01/2016 20:00;0.2;0.0003741306509551236;0.0003741306509551236;0.0003741306509551236;0.19962586892264286
06/01/2016 21:00;0.0;1.567654866268262e-10;1.567654866268262e-10;1.567652674339115e-10;0.0
06/01/2016 22:00;0.0;1.6477277590219576e-10;1.6477277590219576e-10;1.6477308406592783e-10;0.0
06/01/2016 23:00;0.0;1.7927401382944797e-10;1.7927401382944797e-10;1.7927348494595208e-10;0.0
07/01/2016 00:00;0.0;1.3077200110418995e-10;1.3077200110418995e-10;1.3077361415980704e-10;0.0
07/01/2016 01:00;0.0;0.0007003741764617097;0.0007003741764617097;0.000700349650790244;0.0
07/01/2016 02:00;0.0;1.1924406499884865e-10;1.1924406499884865e-10;1.192361764879024e-10;0.0
07/01/2016 03:00;0.0;1.0758880237589085e-10;1.0758880237589085e-10;1.0757972290775797e-10;0.0
07/01/2016 04:00;0.0;0.000674878869450534;0.000674878869450534;0.0006748088333079494;0.0
07/01/2016 05:00;0.0;0.004317641047876113;0.004317641047876113;0.004316115464517267;0.0
07/01/2016 06:00;0.6;0.005797759262780903;0.005797759262780903;0.005797759262780903;0.5885109659302022
07/01/2016 07:00;1.6;0.0021750599191874957;0.0021750599191874957;0.0021750599191874957;1.5978249400808127
07/01/2016 08:00;2.4;0.0034590354720748693;0.0034590354720748693;0.0034590354720748693;2.396540964527925
07/01/2016 09:00;1.4;0.0018830239232672853;0.0018830239232672853;0.0018830239232672853;1.3981169760767327
07/01/2016 10:00;2.7;0.0014476668997664712;0.0014476668997664712;0.0014476668997664712;2.698552333100234
07/01/2016 11:00;1.6;0.009346314648315507;0.009346314648315507;0.009346314648315507;1.5906536853516846
07/01/2016 12:00;1.0;0.027745809017803196;0.027745809017803196;0.027745809017803196;0.9722541909821968
07/01/2016 13:00;0.4;0.07600098251239926;0.07600098251239926;0.07600098251239926;0.32399901748760074
07/01/2016 14:00;0.0;0.08965826734232864;0.08965826734232864;0.08925753562185434;0.0
07/01/2016 15:00;0.0;0.09275437688219354;0.09275437688219354;0.0915014601096864;0.0
07/01/2016 16:00;0.0;0.035674513078600936;0.035674513078600936;0.03496725508809284;0.0
07/01/2016 17:00;0.0;0.022072141852671385;0.022072141852671385;0.02157217185193616;0.0
07/01/2016 18:00;0.0;0.023915120712454805;0.023915120712454805;0.02331972285636219;0.0
07/01/2016 19:00;0.0;0.021928777997624996;0.021928777997624996;0.021333874413251408;0.0
07/01/2016 20:00;0.0;0.02078160226017385;0.02078160226017385;0.02017469040631248;0.0
07/01/2016 21:00;0.0;0.0185889965225543;0.0185889965225543;0.018010628124251582;0.0
07/01/2016 22:00;0.0;0.016574068280292887;0.016574068280292887;0.01603018253303823;0.0
07/01/2016 23:00;0.0;0.009769163123321663;0.009769163123321663;0.009436145675596919;0.0
08/01/2016 00:00;0.0;0.006902408057639339;0.006902408057639339;0.006661558999866202;0.0
08/01/2016 01:00;0.0;0.008828111076164488;0.008828111076164488;0.008513369020828776;0.0
08/01/2016 02:00;0.0;0.0066293019756915456;0.0066293019756915456;0.006388013313214813;0.0
08/01/2016 03:00;0.0;0.003810194319345485;0.003810194319345485;0.0036695975685496762;0.0
08/01/2016 04:00;0.0;0.0011456649423288434;0.0011456649423288434;0.0011031163470267558;0.0
08/01/2016 05:00;0.0;0.0009411504757579854;0.0009411504757579854;0.0009061027491590323;0.0
08/01/2016 06:00;0.0;0.0022484699840448524;0.0022484699840448524;0.0021643934716308877;0.0
08/01/2016 07:00;0.0;0.0027862298583709736;0.0027862298583709736;0.002681369940123801;0.0
08/01/2016 08:00;0.0;0.0009725923313559813;0.0009725923313559813;0.0009358128670822197;0.0
08/01/2016 09:00;0.0;0.01611214260027149;0.01611214260027149;0.015489611484708732;0.0
08/01/2016 10:00;0.0;0.02381083724139593;0.02381083724139593;0.022845203625312394;0.0
08/01/2016 11:00;0.0;0.049936503909599333;0.049936503909599333;0.04773505708496728;0.0
08/01/2016 12:00;0.0;0.05584492455676242;0.05584492455676242;0.053101418135858225;0.0
08/01/2016 13:00;0.2;0.037468791758567564;0.037468791758567564;0.037468791758567564;0.0
08/01/2016 14:00;0.2;0.02807810669030951;0.02807810669030951;0.02807810669030951;0.0
08/01/2016 15:00;0.0;0.015444952513738577;0.015444952513738577;0.015150074118395196;0.0
08/01/2016 16:00;0.0;0.003322889299666786;0.003322889299666786;0.003256390459622338;0.0
08/01/2016 17:00;0.2;0.001405358601948004;0.001405358601948004;0.001405358601948004;0.0
08/01/2016 18:00;0.2;0.00035308756025638174;0.00035308756025638174;0.00035308756025638174;0.19648989952219054
08/01/2016 19:00;0.0;2.4505872457804425e-10;2.4505872457804425e-10;2.4505908413630095e-10;0.0
08/01/2016 20:00;0.0;2.9094894638304947e-10;2.9094894638304947e-10;2.90949486725367e-10;0.0
08/01/2016 21:00;0.0;2.980896413362679e-10;2.980896413362679e-10;2.9808866486291663e-10;0.0
08/01/2016 22:00;0.0;2.757118518354398e-10;2.757118518354398e-10;2.757118977569917e-10;0.0
08/01/2016 23:00;0.0;3.0980471016273615e-10;3.0980471016273615e-10;3.098055145756007e-10;0.0
09/01/2016 00:00;0.0;3.1716126706797575e-10;3.1716126706797575e-10;3.171614082475571e-10;0.0
09/01/2016 01:00;0.2;4.4965426384916307e-10;4.4965426384916307e-10;4.4965426384916307e-10;0.1999999978135697
09/01/2016 02:00;0.0;4.148292284061359e-10;4.148292284061359e-10;4.148290599914617e-10;0.0
09/01/2016 03:00;0.0;4.298622657440728e-10;4.298622657440728e-10;4.29862367923306e-10;0.0
09/01/2016 04:00;0.0;4.497846336420623e-10;4.497846336420623e-10;4.497842098771798e-10;0.0
09/01/2016 05:00;0.0;3.9676005991073635e-10;3.9676005991073635e-10;3.9675995822108234e-10;0.0
09/01/2016 06:00;0.0;3.0250371102359416e-10;3.0250371102359416e-10;3.0250468796566565e-10;0.0
09/01/2016 07:00;0.0;2.4215093169296874e-10;2.4215093169296874e-10;2.4214941163336334e-10;0.0
09/01/2016 08:00;0.0;1.991458936712608e-10;1.991458936712608e-10;1.9914736526516208e-10;0.0
09/01/2016 09:00;0.0;0.006609332746616692;0.006609332746616692;0.006607149062155315;0.0
09/01/2016 10:00;0.0;0.02557856651629326;0.02557856651629326;0.02552900268632108;0.0
09/01/2016 11:00;0.0;0.031370875677017296;0.031370875677017296;0.031221064535852605;0.0
09/01/2016 12:00;0.0;0.08197069876939173;0.08197069876939173;0.08111843427497512;0.0
09/01/2016 13:00;0.0;0.0793151447748908;0.0793151447748908;0.07786005180357236;0.0
09/01/2016 14:00;0.0;0.08798121124747416;0.08798121124747416;0.08564775265853797;0.0
09/01/2016 15:00;0.0;0.06345721720036007;0.06345721720036007;0.0613081120454666;0.0
09/01/2016 16:00;0.0;0.03332445843535666;0.03332445843535666;0.032040398182408225;0.0
09/01/2016 17:00;0.0;0.006442736187820237;0.006442736187820237;0.00618217686809075;0.0
09/01/2016 18:00;0.0;0.005861691850884723;0.005861691850884723;0.005621171977011841;0.0
09/01/2016 19:00;0.0;0.0036586980875497185;0.0036586980875497185;0.0035069027742569148;0.0
09/01/2016 20:00;0.0;0.0008512127589995279;0.0008512127589995279;0.0008157129239432237;0.0
09/01/2016 21:00;0.0;0.0010611692060252117;0.0010611692060252117;0.001016815904135271;0.0
09/01/2016 22:00;0.0;0.004616180861119171;0.004616180861119171;0.004421984636236331;0.0
09/01/2016 23:00;0.0;0.007692188303523925;0.007692188303523925;0.007364055525187041;0.0
10/01/2016 00:00;0.0;0.01585814457055465;0.01585814457055465;0.015163804124435742;0.0
10/01/2016 01:00;0.2;0.012727203526576877;0.012727203526576877;0.012727203526576877;0.0
10/01/2016 02:00;4.6;0.009649838670846046;0.009649838670846046;0.009649838670846046;4.3321983653849525
10/01/2016 03:00;0.2;0.005857406839586867;0.005857406839586867;0.005857406839586867;0.19414259316041316
10/01/2016 04:00;0.0;0.01675449972531368;0.01675449972531368;0.0167404718976627;0.0
10/01/2016 05:00;0.0;0.015815690946988648;0.015815690946988648;0.015776735446797474;0.0
10/01/2016 06:00;0.0;0.011603165230852804;0.011603165230852804;0.011558727789639178;0.0
10/01/2016 07:00;0.0;0.005382496297349967;0.005382496297349967;0.005357330521658099;0.0
10/01/2016 08:00;0.0;0.0033847471443805644;0.0033847471443805644;0.003367445304212069;0.0
10/01/2016 09:00;0.0;0.013487827607307502;0.013487827607307502;0.013407566938431259;0.0
10/01/2016 10:00;0.0;0.03330049528204144;0.03330049528204144;0.03302500047535695;0.0
10/01/2016 11:00;0.0;0.04632449013134804;0.04632449013134804;0.04575872771211742;0.0
10/01/2016 12:00;0.0;0.03606510804608173;0.03606510804608173;0.03547817813801579;0.0
10/01/2016 13:00;0.0;0.03234860467322549;0.03234860467322549;0.0317134868013742;0.0
10/01/2016 14:00;0.0;0.033704821744604145;0.033704821744604145;0.032934127341087915;0.0
10/01/2016 15:00;0.4;0.013716187371408884;0.013716187371408884;0.013716187371408884;0.14116601426223807
10/01/2016 16:00;0.0;0.007810381800264425;0.007810381800264425;0.007807332490997965;0.0
10/01/2016 17:00;0.0;0.012002121934793082;0.012002121934793082;0.011985557434275762;0.0
10/01/2016 18:00;0.4;0.01669658026553426;0.01669658026553426;0.01669658026553426;0.363510529809192
10/01/2016 19:00;0.4;0.013269607365391846;0.013269607365391846;0.013269607365391846;0.3867303926346082
10/01/2016 20:00;0.0;0.007683382842963752;0.007683382842963752;0.007680431880196181;0.0
10/01/2016 21:00;0.0;0.008169144301726862;0.008169144301726862;0.008159536770655507;0.0
10/01/2016 22:00;0.0;0.0049336652139356525;0.0049336652139356525;0.004924635378699804;0.0
10/01/2016 23:00;0.0;0.005224593550493826;0.005224593550493826;0.005212383141129706;0.0
11/01/2016 00:00;0.0;0.004373943887782423;0.004373943887782423;0.004361627754068564;0.0
11/01/2016 01:00;0.0;0.005939423015938459;0.005939423015938459;0.0059196454912076035;0.0
11/01/2016 02:00;0.6;0.0030049609558368325;0.0030049609558368325;0.0030049609558368325;0.5607367786282058
11/01/2016 03:00;0.2;0.002232486225937208;0.002232486225937208;0.002232486225937208;0.1977675137740628
11/01/2016 04:00;0.8;0.00038070157704558406;0.00038070157704558406;0.00038070157704558406;0.7996192984229544
11/01/2016 05:00;0.6;1.797076761127048e-10;1.797076761127048e-10;1.797076761127048e-10;0.5999999998202923
11/01/2016 06:00;1.4;2.0453966548616468e-10;2.0453966548616468e-10;2.0453966548616468e-10;1.3999999997954602
11/01/2016 07:00;2.6;3.067043044460256e-10;3.067043044460256e-10;3.067043044460256e-10;2.5999999996932956
11/01/2016 08:00;0.0;0.002030699984249664;0.002030699984249664;0.002030493811084;0.0
11/01/2016 09:00;0.2;0.028927378150789402;0.028927378150789402;0.028927378150789402;0.1690421280381266
11/01/2016 10:00;0.4;0.051231600680099826;0.051231600680099826;0.051231600680099826;0.3487683993199002
11/01/2016 11:00;0.0;0.07595395915330344;0.07595395915330344;0.07566623787094073;0.0
11/01/2016 12:00;0.2;0.10116447534525576;0.10116447534525576;0.10116447534525576;0.02316928678380352
11/01/2016 13:00;0.0;0.104563903302018;0.104563903302018;0.10401912327261087;0.0
11/01/2016 14:00;0.2;0.07318950718572563;0.07318950718572563;0.07318950718572563;0.022791369541663498
11/01/2016 15:00;0.8;0.030289891358331586;0.030289891358331586;0.030289891358331586;0.7697101086416684
11/01/2016 16:00;4.2;0.011802567363574955;0.011802567363574955;0.011802567363574955;4.188197432636425
11/01/2016 17:00;0.0;0.006043436858992995;0.006043436858992995;0.0060416110703602754;0.0
11/01/2016 18:00;0.0;0.009281915214636493;0.009281915214636493;0.009272003679180685;0.0
11/01/2016 19:00;0.2;0.010550823495891424;0.010550823495891424;0.010550823495891424;0.17413556175456762
11/01/2016 20:00;0.4;0.010635190484200795;0.010635190484200795;0.010635190484200795;0.3893648095157992
11/01/2016 21:00;0.8;0.007924227187992981;0.007924227187992981;0.007924227187992981;0.792075772812007
11/01/2016 22:00;0.2;0.006250932635651873;0.006250932635651873;0.006250932635651873;0.19374906736434813
11/01/2016 23:00;0.0;0.0065300149331477516;0.0065300149331477516;0.0065278833423985105;0.0
12/01/2016 00:00;0.0;0.005331984950241205;0.005331984950241205;0.00532708396988113;0.0
12/01/2016 01:00;0.2;0.009669916661597399;0.009669916661597399;0.009669916661597399;0.17847511602612298
12/01/2016 02:00;0.6;0.005666504944056434;0.005666504944056434;0.005666504944056434;0.5943334950559436
12/01/2016 03:00;0.6;0.004562989215230958;0.004562989215230958;0.004562989215230958;0.5954370107847691
12/01/2016 04:00;0.2;0.005225535834493663;0.005225535834493663;0.005225535834493663;0.19477446416550634
12/01/2016 05:00;0.6;0.00900070913467572;0.00900070913467572;0.00900070913467572;0.5909992908653242
12/01/2016 06:00;3.0;0.004539439582298727;0.004539439582298727;0.004539439582298727;2.995460560417701
12/01/2016 07:00;0.6;0.0022349766611651626;0.0022349766611651626;0.0022349766611651626;0.5977650233388349
12/01/2016 08:00;0.2;0.003041361071105855;0.003041361071105855;0.003041361071105855;0.19695863892889415
12/01/2016 09:00;0.0;0.01625994049912879;0.01625994049912879;0.01624672837779073;0.0
12/01/2016 10:00;0.0;0.043193606940238015;0.043193606940238015;0.04303043257960937;0.0
12/01/2016 11:00;0.0;0.05534656298670987;0.05534656298670987;0.05486651057750791;0.0
12/01/2016 12:00;0.0;0.07108774998593834;0.07108774998593834;0.07002712985287651;0.0
12/01/2016 13:00;0.4;0.06419787270245945;0.06419787270245945;0.06419787270245945;0.15163132590975603
12/01/2016 14:00;0.0;0.09075776502648031;0.09075776502648031;0.09034715955758799;0.0
12/01/2016 15:00;0.0;0.06627136477620219;0.06627136477620219;0.06545549102221315;0.0
12/01/2016 16:00;0.0;0.027286062905036983;0.027286062905036983;0.026824325657814896;0.0
12/01/2016 17:00;0.2;0.005882052382180207;0.005882052382180207;0.005882052382180207;0.011490971380203774
